cutoff_group,cluster_name,cluster_code,regional_name,province_name,city_name,team_name,rpm,sm,spv,status_current,status_bak,status_valsal,status_batch_approval,status_drm,status_atp,status_checklist_document,hp_plan,homepass_bak,homepass_valsal,hp_donasi,homepass_drm,olt_name,ba_open_date,bak_date,valsal_date,submission_date,released_at,drm_date,email_atp_date,actual_atp_date,rfs_date,rfs_cluster_id,po_type,INITIAL,po_number,po_date,po_value,status_po,po_version_label,remark_po,remark_general
ATP,KELURAHAN DENGKEK PATI,PTI000198,REGIONAL 3,JATENG,PATI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,591,,,,,,,2/12/2025,7/2/2026,10/2/2026,1/15/2026,,CLUSTER,INITIAL,7400069534,2/28/2025,122834500,,v1,PO AWAL,
ATP,KELURAHAN COT CUT ACEH,BNA000326,REGIONAL 1,NAD,ACEH,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,432,,,,,,,10/31/2025,,2/27/2026,2/25/2026,,CLUSTER,INITIAL,7400102817,11/13/2025,206363750,,v1,PO AWAL,
ATP,PERUMAHAN JEULINGKE RESIDENCE,BNA000129,REGIONAL 1,NAD,ACEH,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,500,,,,,,,10/14/2025,,2/27/2026,2/28/2026,,CLUSTER,INITIAL,7400100935,10/31/2025,98385000,,v1,PO AWAL,
RFS,TUNGGULPANDEAN RW 01 JEPARA,JPA000331,REGIONAL 3,JATENG,JEPARA,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,329,,,,,,,2/13/2025,,,4/16/2026,,CLUSTER,INITIAL,7400071896,3/24/2025,63556500,,v1,PO AWAL,
RFS,TUNGGULPANDEAN RW 02 JEPARA,JPA000332,REGIONAL 3,JATENG,JEPARA,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,323,,,,,,,2/13/2025,,,4/27/2026,,CLUSTER,INITIAL,7400071898,3/24/2025,77859250,,v1,PO AWAL,
RFS,Perumahan Mapanget Griya 4 Minahasa,MND000086,REGIONAL 5,SULUT,MANADO,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,282,,,,,,,7/5/2025,4/23/2026,4/23/2026,3/27/2026,,CLUSTER,INITIAL,7400087502,7/23/2025,55869250,,v1,PO AWAL,
RFS,PERUMAHAN GRIYA PANIKI INDAH LINGKUNGAN 10 PANIKI BAWAH MANADO,MND000267,REGIONAL 5,SULUT,MANADO,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,2205,,,,,,,8/12/2025,,,3/31/2026,,CLUSTER,INITIAL,7400094038,9/4/2025,386632500,,v1,PO AWAL,
RFS,PERUMAHAN GRIYA PANIKI INDAH LINGKUNGAN 5 BENGKOL MANADO,MND000268,REGIONAL 5,SULUT,MANADO,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,2647,,,,,,,9/6/2025,,,4/23/2026,,CLUSTER,INITIAL,7400107499,12/22/2025,378993500,,v1,PO AWAL,
RFS,PERUMAHAN GRIYA PANIKI INDAH LINGKUNGAN 9 DAN 10 BUHA MANADO,MND000269,REGIONAL 5,SULUT,MANADO,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,1989,,,,,,,8/16/2025,,,3/31/2026,,CLUSTER,INITIAL,7400094036,9/4/2025,286257750,,v1,PO AWAL,
ATP,LEMAHDUWUR RW 02 ADIWERNA,TGL000637,REGIONAL 3,JATENG,TEGAL,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,134,,,,,,,11/5/2025,,4/1/2026,2/28/2026,,CLUSTER,INITIAL,7400103572,11/21/2025,33933250,,v1,PO AWAL,
ATP,SUREN RW 03 PURWOREJO,,REGIONAL 3,JATENG,PURWOREJO,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,331,,,,,,,11/7/2025,,2/9/2026,2/9/2026,,CLUSTER,INITIAL,7400104108,11/28/2025,120202000,,v1,PO AWAL,
RFS,PONOROGO RT 01 SAMPAI 07 LUBUKLINGGAU,LLG000091,REGIONAL 1,SUMSEL,LUBUKLINGGAU,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,1147,,,,,,,7/25/2025,,,4/30/2026,,CLUSTER,INITIAL,7400091391,8/29/2025,285819000,,v1,PO AWAL,
ATP,RUKO JBD JAKARTA GARDEN CITY JAKARTA TIMUR,JKT006456,REGIONAL 2,JAKARTA,JAKARTA TIMUR,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,137,,,,,,,7/26/2025,,DONE,2/28/2026,,CLUSTER,INITIAL,7400090821,8/20/2025,238524670,,v1,PO AWAL,
ATP,OPEN AREA JALAN SAGATANI SINGKAWANG,,REGIONAL 4,KALBAR,SINGKAWANG,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,178,,,,,,,11/5/2025,,2/27/2026,2/24/2026,,CLUSTER,INITIAL,7400104114,11/28/2025,60777500,,v1,PO AWAL,
RFS,Open Area Jl Kerjokra Bendungan,SGN000491,REGIONAL 3,JATENG,SRAGEN,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,624,,,,,,,7/28/2025,,,4/30/2026,,CLUSTER,INITIAL,7400091418,8/29/2025,169692750,,v1,PO AWAL,
RFS,PAL IX RW 10 PONTIANAK PONTIANAK,PTK000345,REGIONAL 4,KALBAR,PONTIANAK,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,348,,,,,,,9/11/2025,,,4/17/2026,,CLUSTER,INITIAL,7400096034,9/24/2025,89998500,,v1,PO AWAL,
RFS,OPEN AREA JALAN AHMAD YANI SINGKAWANG,SKW000041,REGIONAL 4,KALBAR,SINGKAWANG,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,,,,,,,,,,,4/11/2026,,CLUSTER,INITIAL,7400107565,12/22/2025,60437750,,v1,PO AWAL,
ATP,KELURAHAN PAPPA MAKASSAR,,REGIONAL 5,SULSEL,MAKASSAR,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,843,,,,,,,10/16/2025,4/25/2026,4/25/2026,3/31/2026,,CLUSTER,INITIAL,7400103570,11/21/2025,228367750,,v1,PO AWAL,
ATP,KELURAHAN PATANI MAKASSAR,,REGIONAL 5,SULSEL,MAKASSAR,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,452,,,,,,,11/18/2025,4/8/2026,4/9/2026,3/30/2026,,CLUSTER,INITIAL,7400105653,12/10/2025,177048000,,v1,PO AWAL,
RFS,KOMPLEK PERUMAHAN DEPARTEMEN PERHUBUNGAN,JKT004351,REGIONAL 2,JAKARTA,JAKARTA TIMUR,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,226,,,,,,,1/17/2026,,,4/30/2026,,,,,,,,,,
RFS,OPEN AREA JALAN PERTANIAN SINGKAWANG,SKW000043,REGIONAL 4,KALBAR,SINGKAWANG,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,361,,,,,,,12/24/2025,,,4/30/2026,,CLUSTER,INITIAL,7400116361,3/4/2026,111435250,,v1,PO AWAL,
RFS,DUSUN GABUNGAN PAYA BUJOK SEULEUMAK LANGSA,LGS000032,REGIONAL 1,NAD,LANGSA,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,240,,,,,,,1/12/2026,,,3/16/2026,,,,,,,,,,
ATP,SIDAHARJA RW 10 SURADADI,TGL000930,REGIONAL 3,JATENG,TEGAL,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,132,,,,,,,12/30/2025,,1/20/2026,1/19/2026,,CLUSTER,INITIAL,7400111424,1/30/2026,28416150,,v1,PO AWAL,
ATP,OPEN AREA JALAN PIOLA ISA BOLIHUANGGA GORONTALO,GTO000115,REGIONAL 5,GORONTALO,GORONTALO,,,,,ATP,DONE,DONE,RELEASED,DONE,PUNCLIST,NOT STARTED,,,,,365,,,,,,,1/8/2026,4/23/2026,4/23/2026,3/30/2026,,CLUSTER,INITIAL,7400114973,2/26/2026,95234650,,v1,PO AWAL,
ATP,Satreyan RW 08 Kanigoro,BLT000234,REGIONAL 3,JATIM,BLITAR,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,180,,,,,,,1/8/2026,,2/17/2026,2/14/2026,,CLUSTER,INITIAL,7400111444,1/30/2026,66590750,,v1,PO AWAL,
ATP,KELURAHAN PADANG REJO LAMPUNG,BDL001436,REGIONAL 1,LAMPUNG,LAMPUNG,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,,,,,,,,,,2/3/2026,2/28/2026,,CLUSTER,INITIAL,7400100981,10/31/2025,131355250,,v1,PO AWAL,
ATP,DUSUN PAGELARAN LAMPUNG,BDL001437,REGIONAL 1,LAMPUNG,LAMPUNG,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,,,,,,,,,,2/3/2026,2/28/2026,,CLUSTER,INITIAL,7400100979,10/31/2025,153838000,,v1,PO AWAL,
ATP,Bendungan RW 03 Kedawung,,REGIONAL 3,JATENG,SRAGEN,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,260,,,,,,,7/17/2025,,3/9/2026,2/23/2026,,CLUSTER,INITIAL,7400089046,8/1/2025,59091750,,v1,PO AWAL,
ATP,MONENG SEPATI RT 02 DAN 03 LUBUKLINGGAU,LLG000036,REGIONAL 1,SUMSEL,LUBUKLINGGAU,,,,,ATP,DONE,DONE,RELEASED,DONE,PUNCLIST,NOT STARTED,,,,,202,,,,,,,12/22/2025,1/10/2026,1/10/2026,1/3/2026,,CLUSTER,INITIAL,7400113054,2/9/2026,57601750,,v1,PO AWAL,
ATP,BANJARAGUNG RW 01 TEGAL,TGL001373,REGIONAL 3,JATENG,TEGAL,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,,,,,,,,,,4/1/2026,2/24/2026,,CLUSTER,INITIAL,7400100960,10/31/2025,89273250,,v1,PO AWAL,
ATP,SUNGAI RENGAS RW 06 PONTIANAK ,PTK000347,REGIONAL 4,KALBAR,PONTIANAK,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,1811,,,,,,,10/15/2025,,,2/23/2026,,CLUSTER,INITIAL,7400100952,10/31/2025,323821250,,v1,PO AWAL,
ATP,TAMALLAYANG RW 01 SAMPAI 03 MAKASSAR,MKS001573,REGIONAL 5,SULSEL,MAKASSAR,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,1302,,,,,,,10/10/2025,,4/9/2026,2/26/2026,,CLUSTER,INITIAL,7400102805,11/13/2025,323299000,,v1,PO AWAL,
RFS,PERUMAHAN BUHA GRIYA PERMAI MANADO,MND000055,REGIONAL 5,SULUT,MANADO,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,617,,,,,,,10/8/2025,,,2/28/2026,,CLUSTER,INITIAL,7400102825,11/13/2025,224130500,,v1,PO AWAL,
ATP,KELURAHAN TIBANG BANDA ACEH,4000075467,REGIONAL 1,NAD,ACEH,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,852,,,,,,,11/19/2025,1/28/2026,1/28/2026,1/29/2026,,CLUSTER,INITIAL,7400105644,12/10/2025,195895500,,v1,PO AWAL,
ATP,JATI RT 05 SAMPAI 12 RW 07,JKT006764,REGIONAL 2,JAKARTA,JAKARTA TIMUR,,,,,ATP,DONE,DONE,RELEASED,DONE,PUNCLIST,NOT STARTED,,,,,337,,,,,,,1/17/2026,,3/2/2026,2/23/2026,,CLUSTER,INITIAL,7400113094,2/9/2026,47373500,,v1,PO AWAL,
ATP,JATI RT 01 SAMPAI 03 RW 07,JKT006765,REGIONAL 2,JAKARTA,JAKARTA TIMUR,,,,,ATP,DONE,DONE,RELEASED,DONE,PUNCLIST,NOT STARTED,,,,,193,,,,,,,1/17/2026,,3/4/2026,2/11/2026,,CLUSTER,INITIAL,7400113092,2/9/2026,34402000,,v1,PO AWAL,
ATP,DESA PENDOWO BODEH,PML000585,REGIONAL 3,JATENG,PEMALANG,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,650,,,,,,,1/9/2026,,2/28/2026,2/25/2026,,CLUSTER,INITIAL,7400114959,2/26/2026,108540200,,v1,PO AWAL,
ATP,KARANGTALOK RW 01 SAMPAI RW 06 PEMALANG,PML000537,REGIONAL 3,JATENG,PEMALANG,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,614,,,,,,,1/13/2026,,2/28/2026,2/25/2026,,CLUSTER,INITIAL,7400113077,2/9/2026,111303750,,v1,PO AWAL,
ATP,MENTOR RW 01 PROBOLINGGO,PBL000302,REGIONAL 3,JATIM,PROBOLINGGO,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,267,,,,,,,1/14/2026,3/7/2026,3/9/2026,2/18/2026,,CLUSTER,INITIAL,7400111436,1/30/2026,56066250,,v1,PO AWAL,
ATP,MENTOR RW 02 PROBOLINGGO,PBL000303,REGIONAL 3,JATIM,PROBOLINGGO,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,219,,,,,,,1/14/2026,3/7/2026,3/9/2026,2/16/2026,,CLUSTER,INITIAL,7400111448,1/30/2026,51572000,,v1,PO AWAL,
ATP,MENTOR RW 03 PROBOLINGGO,PBL000304,REGIONAL 3,JATIM,PROBOLINGGO,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,143,,,,,,,1/14/2026,3/7/2026,3/9/2026,2/14/2026,,CLUSTER,INITIAL,7400111446,1/30/2026,37137750,,v1,PO AWAL,
ATP,MENTOR RW 04 PROBOLINGGO,PBL000305,REGIONAL 3,JATIM,PROBOLINGGO,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,170,,,,,,,1/14/2026,3/7/2026,3/9/2026,2/11/2026,,CLUSTER,INITIAL,7400111434,1/30/2026,35378250,,v1,PO AWAL,
ATP,KELURAHAN SEURIGET LANGSA,LGS000035,REGIONAL 1,NAD,LANGSA,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,828,,,,,,,1/22/2026,27-Feb-26,2/27/2026,2/27/2026,,CLUSTER,INITIAL,7400118696,3/18/2026,293634500,,v1,PO AWAL,
RFS,DUSUN KAMPUNG KRAMAT SIMPANG EMPAT LHOKSEUMAWE ,LSM000018,REGIONAL 1,NAD,LHOKSEUMAWE,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,882,,,,,,,9/26/2025,,,2/27/2026,,CLUSTER,INITIAL,7400113083,2/9/2026,112682400,,v1,PO AWAL,
ATP,DUSUN RAWA SAKTI KEUDE ACEH LHOKSEUMAWE ,LSM000019,REGIONAL 1,NAD,LHOKSEUMAWE,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,185,,,,,,,9/26/2025,,DONE,2/27/2026,,CLUSTER,INITIAL,7400113079,2/9/2026,51980250,,v1,PO AWAL,
ATP,OPEN AREA JALAN RAJA BILATULO HUTUO GORONTALO,GTO000116,REGIONAL 5,GORONTALO,GORONTALO,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,274,,,,,,,1/8/2026,3/12/2026,3/12/2026,2/27/2026,,CLUSTER,INITIAL,7400114970,2/26/2026,67346600,,v1,PO AWAL,
ATP,Desa Wailan Tomohon Utara,MND000344,REGIONAL 5,SULUT,MANADO,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,544,,,,,,,11/20/2025,,3/9/2026,2/27/2026,,CLUSTER,INITIAL,7400113103,2/9/2026,132161750,,v1,PO AWAL,
ATP,Pamengger RW 02 Jatibarang,BBS000301,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,411,,,,,,,1/13/2026,,2/13/2026,1/31/2026,,CLUSTER,INITIAL,7400113111,2/9/2026,91074600,,v1,PO AWAL,
ATP,SUREN RW 05 DAN RW 06 PURWOREJO,PWR000203,REGIONAL 3,JATENG,PURWOREJO,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,259,,,,,,,1/10/2026,,3/1/2026,3/8/2026,,CLUSTER,INITIAL,7400113099,2/9/2026,87888000,,v1,PO AWAL,
ATP,SUREN RW 01 DAN RW 02 PURWOREJO,PWR000148,REGIONAL 3,JATENG,PURWOREJO,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,187,,,,,,,1/10/2026,,3/1/2026,2/28/2026,,CLUSTER,INITIAL,7400113101,2/9/2026,62809250,,v1,PO AWAL,
ATP,Satreyan RW 04 Kanigoro,BLT000232,REGIONAL 3,JATIM,BLITAR,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,521,,,,,,,1/20/2026,,4/24/2026,2/23/2026,,CLUSTER,INITIAL,7400113085,2/9/2026,147591500,,v1,PO AWAL,
ATP,Satreyan RW 09 Kanigoro,BLT000235,REGIONAL 3,JATIM,BLITAR,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,188,,,,,,,1/8/2026,,2/18/2026,2/15/2026,,CLUSTER,INITIAL,7400111442,1/30/2026,59715750,,v1,PO AWAL,
ATP,Lingkungan 3 Tanjungsari,BDL000693,REGIONAL 1,LAMPUNG,LAMPUNG,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,257,,,,,,,2/11/2026,,3/27/2026,3/28/2026,,CLUSTER,INITIAL,7400116344,3/4/2026,54300500,,v1,PO AWAL,
ATP,Lingkungan 4 Tanjungsari,BDL000693,REGIONAL 1,LAMPUNG,LAMPUNG,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,173,,,,,,,2/11/2026,,3/27/2026,3/28/2026,,CLUSTER,INITIAL,7400116347,3/4/2026,41337500,,v1,PO AWAL,
RFS,TUNGGULPANDEAN RW 03 JEPARA,JPA000323,REGIONAL 3,JATENG,JEPARA,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,439,,,,,,,2/6/2026,,,4/16/2026,,CLUSTER,INITIAL,7400120685,4/13/2026,120085100,,v1,PO AWAL,
ATP,TLEKUNG RW 06 MALANG,MLG000310,REGIONAL 3,JATIM,MALANG,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,177,,,,,,,2/12/2026,,4/29/2026,3/30/2026,,CLUSTER,INITIAL,7400116349,3/4/2026,41547750,,v1,PO AWAL,
ATP,KELURAHAN KARANG ANYAR LANGSA,LGS000026,REGIONAL 1,NAD,LANGSA,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,976,,,,,,,2/12/2026,4/24/2026,4/24/2026,4/24/2026,,,,,,,,,,
ATP,SATREYAN RW 07 BLITAR,BLT000389,REGIONAL 3,JATIM,BLITAR,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,223,,,,,,,1/29/2026,,4/27/2026,2/25/2026,,CLUSTER,INITIAL,7400114950,2/26/2026,68236000,,v1,PO AWAL,
ATP,KELURAHAN LAM REH ACEH,BNA000244,REGIONAL 1,NAD,ACEH,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,198,,,,,,,9/10/2025,1/31/2026,1/31/2026,1/31/2026,,CLUSTER,INITIAL,7400096032,9/24/2025,76345500,,v1,PO AWAL,
RFS,UTERAN RW 03 GEGERTAN,,REGIONAL 3,JATIM,MADIUN,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,,,,,,,,,,,3/17/2026,,CLUSTER,INITIAL,7400066870,2/6/2025,89080000,,v1,PO AWAL,
ATP,Kroyo RW 11 Karangmalang,,REGIONAL 3,JATENG,SRAGEN,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,79,,,,,,,5/23/2025,,3/1/2026,1/19/2026,,CLUSTER,INITIAL,7400081514,6/17/2025,32968700,,v1,PO AWAL,
ATP,Plumbungan RW 06 Karangmalang,,REGIONAL 3,JATENG,SRAGEN,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,356,,,,,,,6/14/2025,,3/9/2026,1/31/2026,,CLUSTER,INITIAL,7400084482,7/4/2025,86668000,,v1,PO AWAL,
ATP,Sine Dusun Ngablak Sragen,,REGIONAL 3,JATENG,SRAGEN,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,100,,,,,,,6/10/2025,,3/9/2026,1/31/2026,,CLUSTER,INITIAL,7400083169,6/24/2025,28642000,,v1,PO AWAL,
ATP,MEGER RW 03 KLATEN,KLN001355,REGIONAL 3,JATENG,KLATEN,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,245,,,,,,,4/23/2025,,3/9/2026,1/31/2026,,CLUSTER,INITIAL,7400077200,5/9/2025,52712700,,v1,PO AWAL,
ATP,MEGER RW 05 KLATEN,KLN001356,REGIONAL 3,JATENG,KLATEN,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,172,,,,,,,4/23/2025,,3/9/2026,1/31/2026,,CLUSTER,INITIAL,7400077198,5/9/2025,39357200,,v1,PO AWAL,
ATP,Rengaspendawa RW 06 Larangan,BBS000348,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,437,,,,,,,10/25/2025,,2/13/2026,1/30/2026,,CLUSTER,INITIAL,7400102823,11/13/2025,75092750,,v1,PO AWAL,
ATP,RANDUPUTIH RW 01 DAN 02 PROBOLINGGO,PBL000287,REGIONAL 3,JATIM,PROBOLINGGO,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,411,,,,,,,2/12/2026,4/16/2026,4/16/2026,3/31/2026,,CLUSTER,INITIAL,7400122200,4/24/2026,74614250,,v1,PO AWAL,
ATP,PERUMAHAN AMUNTAI,JMB000041,REGIONAL 1,JAMBI,JAMBI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,441,,,,,,,2/12/2026,4/17/2026,4/18/2026,3/16/2026,,CLUSTER,INITIAL,7400116367,3/4/2026,101099250,,v1,PO AWAL,
ATP,KELURAHAN TANJUNG PINANG PALANGKARAYA,PLK000146,REGIONAL 4,KALTENG,PALANGKARAYA,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,1588,,,,,,,10/10/2025,,2/23/2026,1/2/2026,,CLUSTER,INITIAL,7400100972,10/31/2025,551439000,,v1,PO AWAL,
ATP,Perum Samarinda City,,REGIONAL 4,KALTIM,SAMARINDA,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,,,,,,,,,,2/2/2026,1/13/2026,,CLUSTER,INITIAL,7400098916,10/16/2025,36361000,,v1,PO AWAL,
ATP,"SAMBOJA KUALA RT 03, 04, 15, DAN 16 KUTAI KARTANEGARA",4000090080,REGIONAL 4,KALTIM,BALIKPAPAN,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,533,,,,,,,11/14/2025,,2/27/2026,1/31/2026,,CLUSTER,INITIAL,7400104141,11/28/2025,132122750,,v1,PO AWAL,
RFS,KELURAHAN BIREM PUNTONG LANGSA,LGS000027,REGIONAL 1,NAD,LANGSA,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,984,,,,,,,2/16/2026,,,3/31/2026,,CLUSTER,INITIAL,7400116371,3/4/2026,317201900,,v1,PO AWAL,
ATP,PERUMAHAN GREEN PURNAMA JAMBI,JMB001224,REGIONAL 1,JAMBI,JAMBI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,145,,,,,,,2/16/2026,4/17/2026,4/18/2026,3/30/2026,,CLUSTER,INITIAL,7400119768,4/6/2026,36391000,,v1,PO AWAL,
ATP,PERUMAHAN GRAHA TENGGELA INDAH DSK GORONTALO,GTO000095,REGIONAL 5,GORONTALO,GORONTALO,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,,,,,,,,,3/12/2026,3/12/2026,1/2/2026,,CLUSTER,INITIAL,7400109798,1/6/2026,92451750,,v1,PO AWAL,
ATP,KELURAHAN SEMLARAN BOJONEGORO,BJN000391,REGIONAL 3,JATIM,BOJONEGORO,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,261,,,,,,,12/12/2025,1/28/2026,3/8/2026,1/5/2026,,CLUSTER,INITIAL,7400109794,1/6/2026,67309750,,v1,PO AWAL,
ATP,Open Area Jl Banua Anyar Banjarmasin Timur,BJM000833,REGIONAL 4,KALSEL,BANJARMASIN,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,300,,,,,,,12/18/2025,1/26/2026,1/23/2026,1/23/2026,,CLUSTER,INITIAL,7400113081,2/9/2026,49549750,,v1,PO AWAL,
ATP,PERUMAHAN PESONA AKBAR ASRI 6 JAMBI,JMB001170,REGIONAL 1,JAMBI,JAMBI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,60,,,,,,,12/22/2025,,2/24/2026,1/26/2026,,CLUSTER,INITIAL,7400111422,1/30/2026,18150250,,v1,PO AWAL,
ATP,PERUMAHAN PERMATA LAND BLOK ONIX JAMBI,JMB001166,REGIONAL 1,JAMBI,JAMBI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,332,,,,,,,1/9/2026,,2/22/2026,1/31/2026,,CLUSTER,INITIAL,7400111430,1/30/2026,46832000,,v1,PO AWAL,
ATP,PERUMAHAN DIAMOND LAND DSK JAMBI,JMB001167,REGIONAL 1,JAMBI,JAMBI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,101,,,,,,,12/22/2025,,2/22/2026,1/28/2026,,CLUSTER,INITIAL,7400109853,1/6/2026,38694000,,v1,PO AWAL,
ATP,BAGAN PETE RT 65 JAMBI,JMB000829,REGIONAL 1,JAMBI,JAMBI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,140,,,,,,,12/23/2025,2/2/2026,2/22/2026,1/28/2026,,CLUSTER,INITIAL,7400109857,1/6/2026,68377750,,v1,PO AWAL,
ATP,PAGUMENGAN MAS RW 07 PEKALONGAN,PKL000739,REGIONAL 3,JATENG,PEKALONGAN,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,100,,,,,,,12/24/2025,,2/4/2026,1/30/2026,,CLUSTER,INITIAL,7400114932,2/26/2026,35007750,,v1,PO AWAL,
ATP,KLAREYAN RW 03 PETARUKAN,PML000457,REGIONAL 3,JATENG,PEMALANG,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,442,,,,,,,12/8/2025,,1/31/2026,1/31/2026,,CLUSTER,INITIAL,7400109810,1/6/2026,100673150,,v1,PO AWAL,
